fips,cases,deaths,case_pct_change,3d_rolling_case_chg,3d_rolling_case_chg_2,CTYNAME,STNAME,POPESTIMATE2019
22087,1.5028363390060113,0.042333418000169334,0.3396226415094339,0.187970682398063,-0.07764999315745791,St. Bernard Parish,Louisiana,47244.0
53061,1.4937664445074281,0.03892550995459096,0.09058614564831258,0.10527916874762104,0.4090071518477709,Snohomish County,Washington,822083.0
49051,1.4666627555659852,0.0,0.11111111111111116,0.1157407407407407,-0.27281845536609806,Wasatch County,Utah,34091.0
13037,1.454192922927775,0.0,0.4999999999999998,0.49999999999999994,-1.1102230246251565e-16,Calhoun County,Georgia,6189.0
36105,1.4450100752996076,0.013256973167886309,0.07920792079207906,0.14971913858052485,-0.09251869064457474,Sullivan County,New York,75432.0
42089,1.3860258059211492,0.04111093492139002,0.29670329670329676,0.3061454501706074,0.30577357062120614,Monroe County,Pennsylvania,170271.0
13321,1.3829209265570208,0.04939003309132217,1.3333333333333335,0.5944444444444444,2.0080321285140568,Worth County,Georgia,20247.0
25003,1.3686131386861313,0.04802151363810987,0.05555555555555558,0.1324369335666571,-0.16371216085006446,Berkshire County,Massachusetts,124944.0
22089,1.3370998116760828,0.11299435028248588,0.9722222222222223,0.38894862604540026,1.338502139354758,St. Charles Parish,Louisiana,53100.0
13007,1.316655694535879,0.32916392363396973,3.0,1.0,inf,Baker County,Georgia,3038.0
26125,1.2881843280448861,0.059638163335411394,0.16462976276060415,0.16761034295323687,-0.12343518173427437,Oakland County,Michigan,1257584.0
22005,1.2716817794066537,0.04739186755552747,0.05228758169934644,0.15069080890684183,-0.23204926484865207,Ascension Parish,Louisiana,126604.0
13015,1.271603334013997,0.027845328482058326,0.09600000000000009,0.0545047283870812,0.0157919019223558,Bartow County,Georgia,107738.0
27091,1.2701315856322715,0.10161052685058172,0.08695652173913038,0.09581925829065414,0.12263281083764754,Martin County,Minnesota,19683.0
30101,1.2668918918918919,0.4222972972972973,0.0,0.06666666666666672,0.0,Toole County,Montana,4736.0
34035,1.2555710264065132,0.04256172970869536,0.18338108882521476,0.16994759633200665,0.04342589115836759,Somerset County,New Jersey,328934.0
28143,1.2458471760797343,0.10382059800664452,0.0,0.3333333333333333,0.0,Tunica County,Mississippi,9632.0
53029,1.2449935988536662,0.0352356678920849,0.11578947368421044,0.049466056445461426,-0.24734271127924545,Island County,Washington,85141.0
08053,1.2195121951219512,0.0,0.0,0.0,-1.0,Hinsdale County,Colorado,820.0
36111,1.210769655296695,0.01689446030646551,0.03864734299516903,0.19783647466691856,-0.3106619186166182,Ulster County,New York,177573.0
13261,1.185476222734047,0.06774149844194553,1.058823529411765,0.448667672197084,1.2923195479064993,Sumter County,Georgia,29524.0
28139,1.181012945718828,0.09084714967067908,0.13043478260869557,0.13607085346215775,-0.14560161779575342,Tippah County,Mississippi,22015.0
51095,1.163049017942318,0.03920389948120173,0.2191780821917808,0.11298610065733354,0.12387300521355593,James City County,Virginia,76523.0
05141,1.1483831973405862,0.060441220912662436,-0.050000000000000155,0.03997821350762539,-0.2942307692307693,Van Buren County,Arkansas,16545.0
18137,1.0944781810478745,0.03530574777573789,0.24,0.27415204678362587,0.2577999233422765,Ripley County,Indiana,28324.0
19183,1.0926473935806966,0.04552697473252902,0.3333333333333335,0.29992229992229996,0.5884773662551441,Washington County,Iowa,21965.0
22031,1.0923788369806648,0.036412627899355496,0.0714285714285714,0.12730158730158725,-0.5875138471277102,De Soto Parish,Louisiana,27463.0
46005,1.0838346068389964,0.0,0.0,0.08333333333333333,0.0,Beadle County,South Dakota,18453.0
01017,1.0825765321465086,0.09021471101220906,0.0,0.3071895424836599,-0.12639405204460985,Chambers County,Alabama,33254.0
22047,1.076558703208145,0.09227646027498385,0.25,0.1901154401154402,0.5400350672121561,Iberville Parish,Louisiana,32511.0
05019,1.075268817204301,0.0,0.0,0.11111111111111131,-0.14999999999999925,Clark County,Arkansas,22320.0
48069,1.0624169986719787,0.0,0.0,7.401486830834377e-17,-0.9999999999999984,Castro County,Texas,7530.0
25021,1.0441795479466591,0.016978529234905025,0.17515923566878966,0.14650399468913977,-0.14018782441595434,Norfolk County,Massachusetts,706775.0
53033,1.0351645210233391,0.06747213001524338,0.0,0.03951208805577733,-0.5344249470961018,King County,Washington,2252782.0
13045,1.0250683378891927,0.008333888925928396,0.2680412371134022,0.24916850760922923,0.4140038574518272,Carroll County,Georgia,119992.0
22017,1.0074769779021164,0.0291418960550199,0.09009009009008984,0.08750629298574501,-0.4975030385930854,Caddo Parish,Louisiana,240204.0
18097,0.9993966298355142,0.017624214426559898,0.1990049751243781,0.18196277804191877,-0.013742845185361285,Marion County,Indiana,964582.0
25009,0.993620046791393,0.015208470103949894,0.2006125574272588,0.1846179037196818,-0.21082390779971039,Essex County,Massachusetts,789034.0
56039,0.9802250255710876,0.0,0.3529411764705883,0.18907563025210083,0.48897058823529505,Teton County,Wyoming,23464.0
26099,0.9760038079023127,0.04347965381041956,0.17170329670329654,0.1689818447429899,-0.22842207674229975,Macomb County,Michigan,873972.0
28027,0.9491954438618695,0.0,0.050000000000000044,0.05370370370370373,0.44999999999999996,Coahoma County,Mississippi,22124.0
48359,0.946969696969697,0.4734848484848485,0.0,0.3333333333333333,0.0,Oldham County,Texas,2112.0
34037,0.939582028358294,0.021354137008143044,0.16814159292035402,0.17711450150312089,-0.12802415049372995,Sussex County,New Jersey,140488.0
02130,0.9351845190993454,0.0,0.0,0.02777777777777783,0.0,Ketchikan Gateway Borough,Alaska,13901.0
50007,0.9281082467302503,0.03663585184461514,0.1428571428571428,0.13129833129833127,-0.057000876936568634,Chittenden County,Vermont,163774.0
31177,0.916590284142988,0.0,0.0,0.6370370370370371,0.0,Washington County,Nebraska,20729.0
40117,0.9159745969711773,0.06106497313141182,0.0,0.023809523809523798,0.0,Pawnee County,Oklahoma,16376.0
22007,0.9136174683659951,0.0,0.17647058823529393,0.3802521008403361,0.1830065359477122,Assumption Parish,Louisiana,21891.0
16025,0.9041591320072333,0.0,52.8254972875226,,,Camas County,Idaho,1106.0
06051,0.9000276931597895,0.06923289947382996,0.0,0.18560606060606033,0.0,Mono County,California,14444.0
25001,0.896755716230809,0.009390112211840931,0.10404624277456653,0.1285823721935678,-0.3693860298408592,Barnstable County,Massachusetts,212990.0
06003,0.8857395925597874,0.0,0.0,,,Alpine County,California,1129.0
28051,0.8818342151675485,0.058788947677836566,0.0714285714285714,0.04945054945054942,-0.6064139941690965,Holmes County,Mississippi,17010.0
25023,0.880656636006769,0.0038372838170229583,0.20789473684210535,0.19065948241644826,-0.3012972518730168,Plymouth County,Massachusetts,521202.0
17031,0.8729702131922964,0.011844124333792278,0.20633217064663278,0.20219929857409027,0.06926317058096365,Cook County,Illinois,5150233.0
25011,0.8691935024223425,0.05699629524080935,0.2448979591836733,0.1637673205617456,-0.43619496780501044,Franklin County,Massachusetts,70180.0
42103,0.860076331774445,0.017918256911967603,0.23076923076923084,0.2116032116032116,0.09837502922609342,Pike County,Pennsylvania,55809.0
47165,0.857368401792109,0.0,0.0,0.29919573389282267,-0.31554012351000127,Sumner County,Tennessee,191283.0
26161,0.8460259901360443,0.019042385630071736,0.16917293233082709,0.1897789108315424,-0.10127970216426652,Washtenaw County,Michigan,367601.0
22103,0.8447924306598212,0.015359862375633115,0.18279569892473102,0.18682417738330326,-0.041737347226006416,St. Tammany Parish,Louisiana,260419.0
08009,0.8377548170901983,0.0,2.0,0.6666666666666665,-0.31450995405819304,Baca County,Colorado,3581.0
08015,0.8351346040479466,0.049125564943996856,0.13333333333333353,0.1656565656565657,-0.6821705426356588,Chaffee County,Colorado,20356.0
25017,0.8314207553643701,0.011168338504894524,0.17440841367221727,0.16753014258645002,-0.09829695295763763,Middlesex County,Massachusetts,1611699.0
42101,0.8301432265363016,0.008838026746394084,0.22667910447761197,0.2286712238679419,-0.13933115860809941,Philadelphia County,Pennsylvania,1584064.0
56019,0.8288928359976317,0.0,0.3999999999999999,0.1333333333333333,0.5999999999999996,Johnson County,Wyoming,8445.0
04017,0.8203815224838629,0.0,0.03409090909090917,0.18038834868206685,-0.1926999796378671,Navajo County,Arizona,110924.0
42095,0.8025287845783449,0.016378138460782548,0.33152173913043503,0.37742157712092955,0.14299008171640515,Northampton County,Pennsylvania,305285.0
08123,0.7858437187973818,0.03698088088458267,0.18604651162790686,0.1661677928108667,-0.110639455392743,Weld County,Colorado,324492.0
53057,0.7817034944468093,0.0232189156766379,0.0,0.013745704467353978,-0.61522198731501,Skagit County,Washington,129205.0
12086,0.7813937738779656,0.0025764278931444933,0.24882352941176467,0.2389070570201688,-0.05431549840071448,Miami-Dade County,Florida,2716940.0
34019,0.7799245804890208,0.0,0.2278481012658229,0.16892833711675811,0.12117146461167283,Hunterdon County,New Jersey,124371.0
47037,0.7793771897473724,0.004321869813756224,0.22121896162528243,0.13115226142810546,0.0426396530483375,Davidson County,Tennessee,694144.0
08023,0.7718034473887316,0.0,0.0,0.6666666666666665,0.0,Costilla County,Colorado,3887.0
26137,0.7702286362899303,0.0,0.11764705882352966,0.11064425770308144,-0.7266435986159165,Otsego County,Michigan,24668.0
13249,0.7608902415826517,0.0,3.0,,,Schley County,Georgia,5257.0
28017,0.7601005671519616,0.0,0.08333333333333326,0.09444444444444448,-0.08928571428571386,Chickasaw County,Mississippi,17103.0
25013,0.7590507148799671,0.025730532707795493,0.38823529411764723,0.251750888757754,-0.46066891435630963,Hampden County,Massachusetts,466372.0
22057,0.7580879791833138,0.020488864302251726,0.4509803921568627,0.3088235294117648,0.5217391304347823,Lafourche Parish,Louisiana,97614.0
13253,0.7416563658838071,0.0,-0.1428571428571429,0.30793650793650795,-0.41033434650455924,Seminole County,Georgia,8090.0
08031,0.741187908323719,0.00962581699121713,0.15913978494623637,0.13685409618419456,-0.04007969085175611,Denver County,Colorado,727211.0
45027,0.7408504963698326,0.029634019854793303,0.38888888888888884,0.5998677248677248,0.14088050314465383,Clarendon County,South Carolina,33745.0
36001,0.7397563386643797,0.003273258135683096,0.041474654377880116,0.050431097008595126,-0.008558974746585846,Albany County,New York,305506.0
13243,0.737680731779286,0.0,0.6666666666666665,0.22222222222222218,inf,Randolph County,Georgia,6778.0
48321,0.7368392325955844,0.05458068389596921,1.0769230769230766,0.45341880341880336,2.448537378114841,Matagorda County,Texas,36643.0
42077,0.7364926702733146,0.010830774562842862,0.17748917748917736,0.3642038676366401,0.0050095105632301795,Lehigh County,Pennsylvania,369318.0
29157,0.7316053511705686,0.0,0.16666666666666674,0.2936507936507937,0.0,Perry County,Missouri,19136.0
28019,0.730816077953715,0.0,0.0,0.15,0.0,Choctaw County,Mississippi,8210.0
34021,0.7293906322292681,0.0027216068366763737,0.0763052208835342,0.17045314686373972,-0.2873009036405204,Mercer County,New Jersey,367430.0
34041,0.7219736479618494,0.018999306525311826,0.11764705882352944,0.14332399626517275,-0.3429826537508449,Warren County,New Jersey,105267.0
28011,0.7182969831526708,0.032649862870575946,0.375,0.27651515151515155,0.2257462686567162,Bolivar County,Mississippi,30628.0
28097,0.7161125319693095,0.10230179028132992,0.0,0.12222222222222223,-0.4054054054054054,Montgomery County,Mississippi,9775.0
13081,0.7151796888968354,0.0,1.0,0.4444444444444445,0.6000000000000003,Crisp County,Georgia,22372.0
55079,0.7126799939940321,0.011631275866371443,0.016591251885369473,0.0781349571235846,-0.3729078378214119,Milwaukee County,Wisconsin,945726.0
11001,0.7013825028444957,0.012752409142627194,0.0,0.14912280701754374,-0.21839080459770122,District of Columbia,District of Columbia,705749.0
13201,0.6995452955578874,0.0,-0.20000000000000007,0.016666666666666646,-0.9142857142857144,Miller County,Georgia,5718.0
30057,0.6976744186046512,0.11627906976744186,0.5,0.27777777777777773,1.5,Madison County,Montana,8600.0
42091,0.6859907451424032,0.007220955212025298,0.05555555555555536,0.1164869548260717,-0.11041490314594937,Montgomery County,Pennsylvania,830915.0
28083,0.6741652769399993,0.03548238299684207,0.05555555555555558,0.08518518518518518,-0.2777777777777779,Leflore County,Mississippi,28183.0
09005,0.6709809075432672,0.005545296756555927,0.07079646017699126,0.23603619111705787,-0.2019622375963558,Litchfield County,Connecticut,180333.0
39099,0.6690484207396264,0.03935578945527215,0.3076923076923075,0.25018315018315,0.21187767456424123,Mahoning County,Ohio,228683.0
29035,0.6686726847208292,0.0,1.0,0.3333333333333333,0.0,Carter County,Missouri,5982.0
42079,0.6678911337451995,0.012601719504626406,0.41333333333333333,0.4850772867794144,0.18919015311788212,Luzerne County,Pennsylvania,317417.0
08107,0.6630782432327015,0.0,0.0625,0.06845238095238093,-0.3365384615384618,Routt County,Colorado,25638.0
19171,0.6526640560104426,0.0,0.10000000000000009,0.11203703703703716,-0.5980066445182721,Tama County,Iowa,16854.0
30031,0.6466609574077634,0.0,0.07246376811594213,0.0910287640560025,-0.5103921803411964,Gallatin County,Montana,114434.0
36109,0.6459189665296535,0.0,0.0,0.14159544159544155,-0.6323964497041421,Tompkins County,New York,102180.0
08117,0.6449324433265615,0.0,0.4285714285714286,0.23376623376623376,0.8815331010452969,Summit County,Colorado,31011.0
19085,0.6406149903907752,0.0,0.12500000000000022,0.04166666666666674,-0.124999999999998,Harrison County,Iowa,14049.0
18081,0.6385655667743587,0.018967294062604716,0.24691358024691334,0.25104775535135465,0.011847436339282869,Johnson County,Indiana,158167.0
20207,0.6373486297004461,0.0,1.0,0.3333333333333333,inf,Woodson County,Kansas,3138.0
56013,0.636764218945009,0.0,0.04166666666666652,0.06012767425810894,-0.5177059589710198,Fremont County,Wyoming,39261.0
53025,0.6343814269489323,0.0,0.0,0.12904911180773226,-0.10952789699570853,Grant County,Washington,97733.0
22001,0.6285760335240551,0.01611733419292449,2.5454545454545454,0.9225589225589226,6.970909090909089,Acadia Parish,Louisiana,62045.0
05025,0.628456510809452,0.0,0.0,0.0,-1.0,Cleveland County,Arkansas,7956.0
50001,0.6253908692933083,0.0,0.09523809523809512,0.1546218487394957,-0.11217419993401556,Addison County,Vermont,36777.0
12011,0.6242389047807789,0.00614509176158273,0.07211961301671055,0.14326124701379683,-0.3460268776124543,Broward County,Florida,1952778.0
27155,0.613685179502915,0.0,2.7484913572670555,,,Traverse County,Minnesota,3259.0
22117,0.6061393254535221,0.021647833051911505,0.2727272727272727,0.4353535353535353,0.017709563164108877,Washington Parish,Louisiana,46194.0
36021,0.6054388590841056,0.016817746085669598,0.3846153846153846,0.1868349042262086,1.0316288296230978,Columbia County,New York,59461.0
09009,0.6048502673859354,0.014039077772981093,0.386058981233244,0.3015475054474011,0.5553130013745131,New Haven County,Connecticut,854757.0
05035,0.6047336044208111,0.0,0.7058823529411764,0.2797385620915032,1.1892583120204603,Crittenden County,Arkansas,47955.0
22099,0.5989032584080403,0.056147180475753775,0.6000000000000001,0.3794871794871794,0.357798165137615,St. Martin Parish,Louisiana,53431.0
05069,0.5985873338920148,0.0,0.21212121212121215,0.17378399378399378,0.3159230324518183,Jefferson County,Arkansas,66824.0
13093,0.5974607916355489,0.0,1.6666666666666665,,,Dooly County,Georgia,13390.0
42045,0.596386041743494,0.01058673446881942,0.11551155115511547,0.1448588587215783,-0.19625058456247624,Delaware County,Pennsylvania,566747.0
53077,0.5859538491587377,0.011958241819566076,0.0,0.15666666666666682,-0.45278137128072415,Yakima County,Washington,250873.0
22003,0.5853201701330628,0.03902134467553752,0.36363636363636376,0.2905242905242906,-0.04005085823267629,Allen Parish,Louisiana,25627.0
21097,0.5824420205443186,0.0,0.0,7.401486830834377e-17,0.0,Harrison County,Kentucky,18886.0
29107,0.5808976397211691,0.03057355998532469,0.11764705882352944,1.1225490196078431,0.03619909502262453,Lafayette County,Missouri,32708.0
19133,0.5803830528148578,0.0,0.0,0.5,0.0,Monona County,Iowa,8615.0
36053,0.5779450529313092,0.0,0.2058823529411764,0.2952356381148952,0.11064380459398282,Madison County,New York,70941.0
23005,0.5728755300793551,0.010169388107917546,0.09740259740259738,0.12174765766315059,-0.36167335865889316,Cumberland County,Maine,295003.0
13301,0.5709935287400076,0.0,0.5,,,Warren County,Georgia,5254.0
04005,0.5645543505534026,0.020909420390866764,0.10958904109589018,0.1324680557154366,-0.39204046985753804,Coconino County,Arizona,143476.0
13121,0.5630032605314036,0.016918294974232497,0.1908548707753479,0.16624096895955928,0.2555799670862895,Fulton County,Georgia,1063937.0
17097,0.5584787555542794,0.01004974624390734,0.13411078717201175,0.1379359189563271,-0.03208084235706221,Lake County,Illinois,696535.0
24013,0.5580390271123855,0.011873170789625223,0.1325301204819278,0.0441767068273086,-0.9838814718332793,Carroll County,Maryland,168447.0
40071,0.5512425926776608,0.0,0.19999999999999996,0.1037037037037037,0.83076923076923,Kay County,Oklahoma,43538.0
28007,0.5502366017387477,0.0,0.0,0.037037037037037056,-0.5294117647058822,Attala County,Mississippi,18174.0
08045,0.5494414012420705,0.016649739431577895,0.06451612903225801,0.13049088359046287,-0.48790723914449385,Garfield County,Colorado,60061.0
42093,0.5485463521667581,0.0,0.0,0.33333333333333326,-0.19999999999999996,Montour County,Pennsylvania,18230.0
36093,0.5473312770848492,0.0,0.0625,0.056895711500974645,-0.14269025367156285,Schenectady County,New York,155299.0
25005,0.5413849901896086,0.0035384639881673764,0.16349809885931577,0.19664411632224996,-0.2752951168383685,Bristol County,Massachusetts,565217.0
18079,0.5408328826392644,0.0,0.0714285714285714,0.14945054945054936,-0.6743814844373506,Jennings County,Indiana,27735.0
28109,0.5401998739533628,0.0,0.11111111111111116,0.09500805152979064,-0.36898395721925115,Pearl River County,Mississippi,55535.0
29041,0.5386479935362241,0.0,0.33333333333333326,0.7777777777777777,0.16666666666666652,Chariton County,Missouri,7426.0
30059,0.5370569280343717,0.0,0.0,0.0,-1.0,Meagher County,Montana,1862.0
51830,0.534973920021399,0.06687174000267487,0.1428571428571428,0.10317460317460318,-0.1558441558441559,Williamsburg city,Virginia,14954.0
08005,0.5330571589576448,0.009138122724988196,0.13636363636363646,0.1985814947128103,-0.23180284419691888,Arapahoe County,Colorado,656590.0
18119,0.5288715803644406,0.0,0.09999999999999987,0.16560846560846562,-0.37649402390438247,Owen County,Indiana,20799.0
08059,0.5215472798049687,0.010293696311940173,0.20158102766798414,0.1865680417425671,0.09741209179530763,Jefferson County,Colorado,582881.0
25027,0.5212960889550241,0.008427419451928795,0.11025641025641031,0.1418673471015237,-0.3392429532878529,Worcester County,Massachusetts,830622.0
27079,0.5192647211548448,0.0,0.15384615384615397,0.1118881118881121,0.19106699751861123,Le Sueur County,Minnesota,28887.0
22033,0.5181123440265964,0.02045180305368144,0.2127659574468086,0.14366761523268137,-0.04668136157192926,East Baton Rouge Parish,Louisiana,440059.0
28155,0.5160491278769739,0.10320982557539478,0.0,0.22222222222222218,0.0,Webster County,Mississippi,9689.0
22045,0.5155377344980667,0.0,1.0,0.6195286195286195,-0.11856287425149703,Iberia Parish,Louisiana,69830.0
20107,0.5153045449860868,0.0,0.0,0.08333333333333333,0.0,Linn County,Kansas,9703.0
50015,0.5125778724075388,0.0,0.0,0.13888888888888884,-0.5454545454545456,Lamoille County,Vermont,25362.0
19005,0.5114342076422883,0.07306202966318405,0.0,0.0,-1.0,Allamakee County,Iowa,13687.0
22027,0.5105296745373324,0.0,1.0,0.3333333333333333,2.0000000000000027,Claiborne Parish,Louisiana,15670.0
38065,0.5104645227156712,0.0,0.0,,,Oliver County,North Dakota,1959.0
42017,0.5077434860808251,0.009550034220955959,0.2811244979919678,0.14463409192324841,-0.5150376166659629,Bucks County,Pennsylvania,628270.0
13115,0.5076245202948283,0.020304980811793133,0.6129032258064515,0.25236103999544857,3.1451882469224524,Floyd County,Georgia,98498.0
05129,0.5075498033244512,0.0,0.0,0.0,-1.0,Searcy County,Arkansas,7881.0
50003,0.5074711023400056,0.0,0.0588235294117645,0.06266339869281046,-0.3357537805609223,Bennington County,Vermont,35470.0
53073,0.5060044406251772,0.030534750727381384,0.0,0.045751633986928164,-0.4419410745233966,Whatcom County,Washington,229247.0
13181,0.5049867440979674,0.0,0.0,0.11111111111111109,0.0,Lincoln County,Georgia,7921.0
01127,0.5037704066371751,0.0,0.032258064516129004,0.045673323092678096,-0.49518958687040104,Walker County,Alabama,63521.0
38069,0.5031446540880503,0.0,0.0,0.0,-1.0,Pierce County,North Dakota,3975.0
31073,0.5025125628140703,0.0,0.0,0.0,-1.0,Gosper County,Nebraska,1990.0
20123,0.5017561465127948,0.0,0.0,0.0,-1.0,Mitchell County,Kansas,5979.0
13287,0.5009392611145899,0.0,0.3333333333333335,0.27777777777777785,0.6666666666666672,Turner County,Georgia,7985.0
40105,0.4962286621675268,0.0,0.25,0.8611111111111112,0.6050439599401878,Nowata County,Oklahoma,10076.0
22015,0.49591070458678044,0.007871598485504451,0.10526315789473673,0.12252158173210792,-0.23186819279410886,Bossier Parish,Louisiana,127039.0
28161,0.49554013875123887,0.0,0.19999999999999996,0.2888888888888889,0.30000000000000004,Yalobusha County,Mississippi,12108.0
13247,0.49507129026579827,0.022003168456257702,0.5517241379310345,0.4072195928179701,0.6679423812912282,Rockdale County,Georgia,90896.0
29189,0.49486775866144306,0.003017486333301482,0.34426229508196715,0.1690101458275659,0.17921015274167806,St. Louis County,Missouri,994205.0
53005,0.49415333431185476,0.029355643622486424,0.0,0.26785714285714285,-0.2931937172774869,Benton County,Washington,204390.0
13277,0.49207755142210413,0.0,0.05263157894736836,0.17139001349527652,0.11403508771929816,Tift County,Georgia,40644.0
22121,0.49121481201587003,0.03778575477045154,0.08333333333333326,0.027777777777777752,-0.08333333333333337,West Baton Rouge Parish,Louisiana,26465.0
08113,0.4890573419733464,0.0,3.0,1.0,inf,San Miguel County,Colorado,8179.0
39109,0.4860403600437436,0.05608158000504734,0.13043478260869557,0.11059372394586069,-0.14675516854989779,Miami County,Ohio,106987.0
28009,0.484320135609638,0.0,0.0,0.3333333333333333,0.0,Benton County,Mississippi,8259.0
19031,0.48316959252697694,0.0,0.12499999999999978,0.1448412698412699,-0.1471962616822433,Cedar County,Iowa,18627.0
19103,0.4829958978430594,0.0,0.042857142857142705,0.06178466342400749,-0.04565415553885366,Johnson County,Iowa,151140.0
22055,0.48283481320839644,0.0040918204509186136,0.4390243902439026,0.37356368563685644,0.4505905031593953,Lafayette Parish,Louisiana,244390.0
